flight_id,flight_number,airline,std,sta,to,aircraft,aircraft_type,dep_delay,arr_delay,flight_duration,scheduled_hour,day_of_week,flight_time_minutes,hourly_flight_count,impact_score
I55817-221,I55817,I5,2025-08-24 10:22:50.450306,2025-08-24 11:53:55.832485,GOI,VT-A115,CRJ200,4.069994009184946,10.281599052318843,91.0897029871414,10,6,91.0897029871414,48,31.363475143317725
9W5163-849,9W5163,9W,2025-08-24 10:23:33.982185,2025-08-24 11:54:45.848036,BLR,VT-A114,ATR72,0.0,3.2040820589055086,91.19776417809516,10,6,91.19776417809516,48,31.363475143317725
G85594-628,G85594,G8,2025-08-24 10:23:46.135127,2025-08-24 11:39:28.751695,MAA,VT-A111,A320,37.50087547812951,23.617810660025516,75.71027613679577,10,6,75.71027613679577,48,31.363475143317725
6E8010-397,6E8010,6E,2025-08-24 10:24:07.864970,2025-08-24 12:01:57.793261,BLR,VT-A105,B737,0.0,4.892110560140176,97.83213818900904,10,6,97.83213818900904,48,31.363475143317725
AI8915-18,AI8915,AI,2025-08-24 10:25:48.117817,2025-08-24 12:22:31.758402,GOI,VT-A116,B777,0.0,1.2994139712421178,116.72734307665965,10,6,116.72734307665965,48,31.363475143317725
I52546-514,I52546,I5,2025-08-24 10:26:18.885634,2025-08-24 11:15:40.506908,HYD,VT-A118,A330,0.0,0.0,49.36035457063432,10,6,49.36035457063432,48,31.363475143317725
SG859-899,SG859,SG,2025-08-24 10:29:18.494163,2025-08-24 12:33:18.305316,AMD,VT-A116,B777,9.12197747123885,12.707144688204629,123.99685255353978,10,6,123.99685255353978,48,31.363475143317725
I51531-199,I51531,I5,2025-08-24 10:32:18.925227,2025-08-24 13:05:16.064171,IXC,VT-A106,A321,4.628012645861961,8.03767249986161,152.9523157397948,10,6,152.9523157397948,48,31.363475143317725
G84170-32,G84170,G8,2025-08-24 10:33:16.490435,2025-08-24 11:59:53.661083,HYD,VT-A102,ATR72,10.236697751022376,13.015820736111564,86.61951080144006,10,6,86.61951080144006,48,31.363475143317725
9W5704-101,9W5704,9W,2025-08-24 10:35:44.996095,2025-08-24 13:37:45.458984,CCU,VT-A107,ATR72,10.797838878136112,12.004277346728658,182.00771481369,10,6,182.00771481369,48,31.363475143317725
AI5124-795,AI5124,AI,2025-08-24 10:36:07.337219,2025-08-24 12:01:36.012673,PNQ,VT-A108,A321,34.183047845635166,31.280397110341934,85.4779242349502,10,6,85.4779242349502,48,31.363475143317725
G82949-302,G82949,G8,2025-08-24 10:37:19.114148,2025-08-24 13:51:12.570288,CCU,VT-A105,B737,0.0,0.0,193.8909356671795,10,6,193.8909356671795,48,31.363475143317725
AI2865-280,AI2865,AI,2025-08-24 10:37:27.444995,2025-08-24 12:48:25.132702,DEL,VT-A112,A321,0.0,0.0,130.96146178599787,10,6,130.96146178599787,48,31.363475143317725
AI2641-385,AI2641,AI,2025-08-24 10:37:40.357194,2025-08-24 12:55:24.175891,IXC,VT-A105,B777,2.7573876955453827,8.259626552602626,137.7303116191927,10,6,137.7303116191927,48,31.363475143317725
I5407-356,I5407,I5,2025-08-24 10:39:34.061846,2025-08-24 12:32:29.174230,GOI,VT-A108,CRJ200,8.778501015521552,15.485970590959312,112.91853973414345,10,6,112.91853973414345,48,31.363475143317725
I54747-376,I54747,I5,2025-08-24 10:39:50.410165,2025-08-24 12:01:20.459919,HYD,VT-A100,CRJ200,0.0,2.1478150010173973,81.50082923600841,10,6,81.50082923600841,48,31.363475143317725
SG6575-592,SG6575,SG,2025-08-24 10:40:16.688856,2025-08-24 12:01:29.984458,HYD,VT-A106,A321,5.448163745461843,5.950370546926859,81.22159336183186,10,6,81.22159336183186,48,31.363475143317725
S23084-828,S23084,S2,2025-08-24 10:40:50.910912,2025-08-24 11:59:26.583635,BLR,VT-A119,A330,0.0,0.0,78.59454538175804,10,6,78.59454538175804,48,31.363475143317725
S23404-13,S23404,S2,2025-08-24 10:41:11.978826,2025-08-24 11:40:14.038580,MAA,VT-A116,A320,13.68963612456012,4.157113038921045,59.034329237985496,10,6,59.034329237985496,48,31.363475143317725
G81720-863,G81720,G8,2025-08-24 10:42:14.167514,2025-08-24 12:25:28.651884,GOI,VT-A114,A320,4.921741067740353,7.558304140889503,103.24140615845963,10,6,103.24140615845963,48,31.363475143317725
AI837-619,AI837,AI,2025-08-24 10:43:27.305483,2025-08-24 13:51:23.341578,IXC,VT-A107,CRJ200,16.94810376887503,16.55997901444249,187.9339349222061,10,6,187.9339349222061,48,31.363475143317725
UK839-499,UK839,UK,2025-08-24 10:45:47.755800,2025-08-24 12:46:07.448989,PNQ,VT-A119,A330,0.0,5.825618699100673,120.32821980856977,10,6,120.32821980856977,48,31.363475143317725
I55125-991,I55125,I5,2025-08-24 10:46:40.467216,2025-08-24 12:10:21.139862,BLR,VT-A104,A320,0.0,0.0,83.67787743853061,10,6,83.67787743853061,48,58.021362262398725
S29859-184,S29859,S2,2025-08-24 10:47:01.703246,2025-08-24 13:07:36.949385,AMD,VT-A116,CRJ200,39.622038879774514,50.47627045859352,140.58743564685,10,6,140.58743564685,48,31.363475143317725
9W875-4,9W875,9W,2025-08-24 10:47:28.767946,2025-08-24 12:20:45.542430,BLR,VT-A116,ATR72,0.0,5.459961321788356,93.27957474080793,10,6,93.27957474080793,48,31.363475143317725
AI1416-785,AI1416,AI,2025-08-24 10:48:02.608981,2025-08-24 12:43:06.278424,JAI,VT-A118,ATR72,0.0,0.0,115.06115738149332,10,6,115.06115738149332,48,31.363475143317725
I54581-174,I54581,I5,2025-08-24 10:48:49.115752,2025-08-24 12:33:35.336888,JAI,VT-A105,A330,0.0,1.9590200270127325,104.77035226240507,10,6,104.77035226240507,48,31.363475143317725
9W6778-478,9W6778,9W,2025-08-24 10:50:15.198012,2025-08-24 13:09:38.918962,PNQ,VT-A106,A330,13.374734651425616,15.943721144939087,139.39534917322052,10,6,139.39534917322052,48,31.363475143317725
AI3902-300,AI3902,AI,2025-08-24 10:54:37.473884,2025-08-24 12:39:33.912249,DEL,VT-A106,B777,7.639011232364286,2.1880750789901313,104.94063941877752,10,6,104.94063941877752,48,31.363475143317725
G87745-546,G87745,G8,2025-08-24 10:55:43.039133,2025-08-24 12:56:39.961437,BLR,VT-A109,CRJ200,0.6366008912507031,0.0,120.94870506527862,10,6,120.94870506527862,48,31.363475143317725
G83748-897,G83748,G8,2025-08-24 10:56:21.944708,2025-08-24 14:26:41.359400,CCU,VT-A112,A330,1.3768506445102524,6.58952641237517,210.32357819826007,10,6,210.32357819826007,48,31.363475143317725
AI6919-49,AI6919,AI,2025-08-24 10:56:47.712944,2025-08-24 12:47:06.922956,PNQ,VT-A117,A321,0.0,0.0,110.32016686203771,10,6,110.32016686203771,48,31.363475143317725
SG4692-175,SG4692,SG,2025-08-24 10:56:54.096865,2025-08-24 13:50:12.546864,IXC,VT-A119,B737,10.25572286790078,4.988165995437642,173.3074999767232,10,6,173.3074999767232,48,31.363475143317725
9W3166-893,9W3166,9W,2025-08-24 10:57:10.910212,2025-08-24 12:49:11.394404,GOI,VT-A101,CRJ200,0.0,4.903162575549668,112.00806985868887,10,6,112.00806985868887,48,58.021362262398725
9W2073-829,9W2073,9W,2025-08-24 10:57:11.868291,2025-08-24 12:26:26.129008,JAI,VT-A107,A330,0.0,0.0,89.23767861322919,10,6,89.23767861322919,48,31.363475143317725
I57411-958,I57411,I5,2025-08-24 10:59:51.956297,2025-08-24 13:46:02.942018,IXC,VT-A111,B777,0.0,4.387242610378339,166.1830953485709,10,6,166.1830953485709,48,31.363475143317725
9W2025-141,9W2025,9W,2025-08-24 11:01:47.585610,2025-08-24 13:44:49.761235,IXC,VT-A119,B737,3.8393216698314205,0.0,163.03626040845376,11,6,163.03626040845376,55,31.363475143317725
9W5694-830,9W5694,9W,2025-08-24 11:02:11.952303,2025-08-24 12:11:32.591346,MAA,VT-A114,CRJ200,10.499379370117047,1.7491645485010379,69.34398404717946,11,6,69.34398404717946,55,31.363475143317725
SG5444-705,SG5444,SG,2025-08-24 11:02:34.850695,2025-08-24 13:41:37.378825,IXC,VT-A101,CRJ200,0.0,0.0,159.04213550229852,11,6,159.04213550229852,55,31.363475143317725
I5688-432,I5688,I5,2025-08-24 11:02:56.279818,2025-08-24 12:48:46.269960,BLR,VT-A107,B737,2.1670186268896767,0.0,105.83316903197962,11,6,105.83316903197962,55,31.363475143317725
S26946-256,S26946,S2,2025-08-24 11:03:58.652301,2025-08-24 11:49:45.909380,MAA,VT-A107,A330,9.986107404430768,9.371132852570993,45.78761797539338,11,6,45.78761797539338,55,31.363475143317725
G85977-392,G85977,G8,2025-08-24 11:04:05.184505,2025-08-24 13:52:14.403655,BOM,VT-A114,A321,0.9891588554632396,4.523861700330862,168.15365250760314,11,6,168.15365250760314,55,31.363475143317725
AI4986-331,AI4986,AI,2025-08-24 11:04:41.094443,2025-08-24 13:17:03.059298,BOM,VT-A116,ATR72,0.0,4.451237504182544,132.36608091562724,11,6,132.36608091562724,55,31.363475143317725
UK7797-408,UK7797,UK,2025-08-24 11:04:41.768505,2025-08-24 14:22:10.297399,CCU,VT-A112,B737,11.273498203829352,5.089893138722212,197.47548157259186,11,6,197.47548157259186,55,31.363475143317725
SG5060-888,SG5060,SG,2025-08-24 11:05:29.510183,2025-08-24 12:51:56.398699,BLR,VT-A109,CRJ200,2.8848021727438926,8.064120612941394,106.44814193962821,11,6,106.44814193962821,55,31.363475143317725
G81130-457,G81130,G8,2025-08-24 11:06:59.904164,2025-08-24 13:05:14.645679,JAI,VT-A101,A321,12.198093199348296,5.885174954299831,118.24569191551544,11,6,118.24569191551544,55,31.363475143317725
6E1200-158,6E1200,6E,2025-08-24 11:08:06.702299,2025-08-24 12:23:29.978595,GOI,VT-A101,ATR72,0.0,0.0,75.3879382749617,11,6,75.3879382749617,55,31.363475143317725
I59096-8,I59096,I5,2025-08-24 11:08:21.117922,2025-08-24 12:25:41.611198,BLR,VT-A107,B777,17.70974015906155,14.396320063109826,77.34155459484111,11,6,77.34155459484111,55,31.363475143317725
UK1889-700,UK1889,UK,2025-08-24 11:09:17.381983,2025-08-24 13:46:42.185457,BOM,VT-A105,CRJ200,0.0,0.0,157.41339123446,11,6,157.41339123446,55,31.363475143317725
AI2737-513,AI2737,AI,2025-08-24 11:09:28.263761,2025-08-24 13:03:24.205569,JAI,VT-A105,A321,20.583485964200516,18.66853350698101,113.93236346458886,11,6,113.93236346458886,55,31.363475143317725
6E125-271,6E125,6E,2025-08-24 11:10:21.604066,2025-08-24 13:12:12.181624,GOI,VT-A112,A321,3.5553893009145643,4.371468395300147,121.84295930600712,11,6,121.84295930600712,55,31.363475143317725
AI9733-135,AI9733,AI,2025-08-24 11:11:08.615448,2025-08-24 12:31:47.738592,MAA,VT-A106,ATR72,13.42736565956725,13.971672484592716,80.65205239318394,11,6,80.65205239318394,55,31.363475143317725
S29274-525,S29274,S2,2025-08-24 11:13:37.474129,2025-08-24 12:01:43.066257,MAA,VT-A105,B777,0.0,3.0229617235125246,48.09320213971546,11,6,48.09320213971546,55,31.363475143317725
I5593-783,I5593,I5,2025-08-24 11:13:51.658982,2025-08-24 13:15:57.347303,PNQ,VT-A118,CRJ200,0.19557670861617282,0.0,122.09480534348026,11,6,122.09480534348026,55,31.363475143317725
S27569-400,S27569,S2,2025-08-24 11:13:56.942931,2025-08-24 13:07:52.218659,AMD,VT-A110,A330,9.933932654086124,20.913804507578362,113.92126213840037,11,6,113.92126213840037,55,58.021362262398725
SG3891-933,SG3891,SG,2025-08-24 11:15:16.820851,2025-08-24 13:07:36.015170,AMD,VT-A100,B737,0.0,4.13471730232598,112.31990531907635,11,6,112.31990531907635,55,31.363475143317725
S26285-799,S26285,S2,2025-08-24 11:15:58.904120,2025-08-24 12:56:41.872219,DEL,VT-A103,ATR72,26.96879054335526,20.684261967245913,100.71613498865959,11,6,100.71613498865959,55,31.363475143317725
9W9251-23,9W9251,9W,2025-08-24 11:16:23.656418,2025-08-24 13:14:31.937268,DEL,VT-A115,A330,3.7716180900859086,3.7048421343956868,118.13801416677511,11,6,118.13801416677511,55,31.363475143317725
9W7757-350,9W7757,9W,2025-08-24 11:17:55.562650,2025-08-24 12:32:20.074302,GOI,VT-A109,CRJ200,0.0,3.14957431023147,74.40852752520102,11,6,74.40852752520102,55,31.363475143317725
SG4139-415,SG4139,SG,2025-08-24 11:18:23.116864,2025-08-24 12:36:25.131766,MAA,VT-A115,A321,2.9374820615967057,5.61522699056371,78.03358170623511,11,6,78.03358170623511,55,31.363475143317725
AI8812-932,AI8812,AI,2025-08-24 11:18:33.923006,2025-08-24 12:40:53.642774,BLR,VT-A103,A330,0.0,4.551809079324524,82.32866280032368,11,6,82.32866280032368,55,31.363475143317725
S24873-557,S24873,S2,2025-08-24 11:20:47.423863,2025-08-24 12:50:30.432932,HYD,VT-A108,A320,2.6996499878871276,5.432398081057665,89.71681782018771,11,6,89.71681782018771,55,31.363475143317725
UK7063-246,UK7063,UK,2025-08-24 11:23:06.387018,2025-08-24 13:46:48.616295,CCU,VT-A103,CRJ200,3.0333860414433715,4.408884671590204,143.70382128882358,11,6,143.70382128882358,55,31.363475143317725
G82651-208,G82651,G8,2025-08-24 11:24:55.720333,2025-08-24 14:21:24.571526,IXC,VT-A107,A321,7.439441267578797,14.867395849129815,176.4808532125565,11,6,176.4808532125565,55,31.363475143317725
6E2176-950,6E2176,6E,2025-08-24 11:25:11.266544,2025-08-24 13:49:53.824452,AMD,VT-A104,A330,0.0,0.0,144.70929846069046,11,6,144.70929846069046,55,31.363475143317725
SG9844-528,SG9844,SG,2025-08-24 11:25:25.886519,2025-08-24 12:35:24.026591,HYD,VT-A117,CRJ200,7.279125556861285,0.816652113233439,69.96900119431757,11,6,69.96900119431757,55,31.363475143317725
6E5873-972,6E5873,6E,2025-08-24 11:26:15.540045,2025-08-24 12:33:11.583270,HYD,VT-A112,CRJ200,0.0,3.204753041666985,66.93405374249318,11,6,66.93405374249318,55,31.363475143317725
AI2449-589,AI2449,AI,2025-08-24 11:27:38.552394,2025-08-24 14:28:12.416085,CCU,VT-A104,CRJ200,4.6819969315991266,0.0,180.5643948576753,11,6,180.5643948576753,55,31.363475143317725
9W3507-516,9W3507,9W,2025-08-24 11:27:46.134718,2025-08-24 14:28:36.700444,IXC,VT-A104,B777,39.32006300349767,40.36651938451969,180.84276209439142,11,6,180.84276209439142,55,31.363475143317725
9W3342-10,9W3342,9W,2025-08-24 11:28:27.281504,2025-08-24 12:45:49.649492,MAA,VT-A106,A330,0.0,2.507241657624026,77.37279979398042,11,6,77.37279979398042,55,31.363475143317725
S22093-309,S22093,S2,2025-08-24 11:30:48.914408,2025-08-24 14:43:36.962207,CCU,VT-A113,A320,0.0,7.348994631386441,192.80079664993625,11,6,192.80079664993625,55,31.363475143317725
SG7099-364,SG7099,SG,2025-08-24 11:33:54.586282,2025-08-24 13:50:04.789317,DEL,VT-A118,A330,4.808256010638621,13.220414524490984,136.17005059061216,11,6,136.17005059061216,55,31.363475143317725
SG2681-541,SG2681,SG,2025-08-24 11:34:06.075579,2025-08-24 13:01:47.752526,JAI,VT-A102,CRJ200,0.0,3.406811632876527,87.69461577990212,11,6,87.69461577990212,55,31.363475143317725
S26501-233,S26501,S2,2025-08-24 11:35:37.836625,2025-08-24 13:06:14.385422,DEL,VT-A111,A320,54.527254331779915,34.31231589273026,90.60914660863884,11,6,90.60914660863884,55,31.363475143317725
6E2413-434,6E2413,6E,2025-08-24 11:37:46.404743,2025-08-24 13:27:33.649004,JAI,VT-A107,ATR72,0.0,0.5980013133355215,109.78740435137986,11,6,109.78740435137986,55,31.363475143317725
SG8705-521,SG8705,SG,2025-08-24 11:39:28.604610,2025-08-24 14:16:22.407136,BOM,VT-A103,ATR72,1.8165579017254512,8.812302561473878,156.8967087607547,11,6,156.8967087607547,55,31.363475143317725
I58594-765,I58594,I5,2025-08-24 11:40:25.115581,2025-08-24 14:15:33.518679,AMD,VT-A100,ATR72,7.495469348262791,9.043539930450567,155.14005164118902,11,6,155.14005164118902,55,31.363475143317725
I5344-870,I5344,I5,2025-08-24 11:40:57.954840,2025-08-24 13:41:44.691730,DEL,VT-A119,A320,1.4307519902038308,1.0846428515999584,120.77894815956797,11,6,120.77894815956797,55,31.363475143317725
6E2395-273,6E2395,6E,2025-08-24 11:45:02.410127,2025-08-24 14:54:51.598874,CCU,VT-A117,A320,0.0,6.261064548799088,189.81981244362012,11,6,189.81981244362012,55,31.363475143317725
G89965-286,G89965,G8,2025-08-24 11:48:11.011745,2025-08-24 13:15:29.511622,COK,VT-A106,CRJ200,0.0,6.08686784875815,87.30833128509559,11,6,87.30833128509559,55,31.363475143317725
S27049-1,S27049,S2,2025-08-24 11:48:14.614817,2025-08-24 13:55:23.126419,BOM,VT-A100,B777,5.101702615224289,8.46543999263496,127.14186003576208,11,6,127.14186003576208,55,31.363475143317725
AI5678-390,AI5678,AI,2025-08-24 11:48:44.435351,2025-08-24 13:31:21.997858,JAI,VT-A112,A330,0.0,0.0,102.62604177894015,11,6,102.62604177894015,55,31.363475143317725
AI9357-558,AI9357,AI,2025-08-24 11:50:24.843197,2025-08-24 12:38:07.955501,MAA,VT-A113,A320,18.768389568632813,18.364377661714414,47.718538391834684,11,6,47.718538391834684,55,31.363475143317725
SG5699-419,SG5699,SG,2025-08-24 11:52:23.241305,2025-08-24 14:08:01.365721,DEL,VT-A113,CRJ200,0.0,0.0,135.6354069373921,11,6,135.6354069373921,55,31.363475143317725
G81063-152,G81063,G8,2025-08-24 11:52:27.482140,2025-08-24 12:43:54.031597,HYD,VT-A113,B777,0.6395348656430482,5.18219141018046,51.442490945652345,11,6,51.442490945652345,55,31.363475143317725
6E8212-294,6E8212,6E,2025-08-24 11:54:36.049881,2025-08-24 13:13:02.983702,COK,VT-A100,B737,3.4361636893019956,3.241813800407841,78.44889701840145,11,6,78.44889701840145,55,31.363475143317725
SG7589-493,SG7589,SG,2025-08-24 11:55:24.270031,2025-08-24 12:55:14.059360,MAA,VT-A115,ATR72,0.0,0.0,59.82982215337079,11,6,59.82982215337079,55,31.363475143317725
AI8822-940,AI8822,AI,2025-08-24 11:56:11.609896,2025-08-24 13:33:25.590712,DEL,VT-A117,B737,0.0,4.2499720723443755,97.23301360199402,11,6,97.23301360199402,55,31.363475143317725
SG284-920,SG284,SG,2025-08-24 11:57:03.457955,2025-08-24 13:17:40.455057,HYD,VT-A105,A330,36.05459561677203,37.65603856784919,80.61661836677747,11,6,80.61661836677747,55,31.363475143317725
AI3942-926,AI3942,AI,2025-08-24 11:59:11.207465,2025-08-24 13:40:26.752028,JAI,VT-A116,B737,0.8052711789533031,0.0,101.25907604421728,11,6,101.25907604421728,55,31.363475143317725
UK1229-454,UK1229,UK,2025-08-24 11:59:16.354117,2025-08-24 13:51:07.832753,AMD,VT-A102,ATR72,34.106105373086336,20.476367504375037,111.8579772718553,11,6,111.8579772718553,55,31.363475143317725
S23954-383,S23954,S2,2025-08-24 12:00:28.453293,2025-08-24 13:41:23.815020,JAI,VT-A108,CRJ200,0.0,0.0,100.92269545080521,12,6,100.92269545080521,52,31.363475143317725
UK4658-880,UK4658,UK,2025-08-24 12:02:20.491768,2025-08-24 13:02:49.573502,MAA,VT-A102,B777,0.0,4.012629874810722,60.4846955696313,12,6,60.4846955696313,52,31.363475143317725
9W4056-843,9W4056,9W,2025-08-24 12:02:37.002986,2025-08-24 13:59:20.167264,PNQ,VT-A104,B777,17.153699525636473,13.746278122692962,116.71940462987165,12,6,116.71940462987165,52,31.363475143317725
I52259-473,I52259,I5,2025-08-24 12:02:40.983281,2025-08-24 14:39:21.242292,BOM,VT-A116,CRJ200,4.760040979333992,6.432871861870023,156.67098351244675,12,6,156.67098351244675,52,31.363475143317725
S24378-104,S24378,S2,2025-08-24 12:03:36.597970,2025-08-24 14:22:36.943209,AMD,VT-A106,B777,24.556301150333397,24.938300849068238,139.0057539880389,12,6,139.0057539880389,52,31.363475143317725
G82998-73,G82998,G8,2025-08-24 12:04:52.884692,2025-08-24 13:43:54.348641,JAI,VT-A103,ATR72,0.0,8.861889934887978,99.02439914734578,12,6,99.02439914734578,52,31.363475143317725
9W6097-623,9W6097,9W,2025-08-24 12:05:14.620869,2025-08-24 13:08:59.556993,MAA,VT-A115,ATR72,0.0,0.0,63.74893539394784,12,6,63.74893539394784,52,31.363475143317725
SG9468-526,SG9468,SG,2025-08-24 12:05:14.836115,2025-08-24 14:37:21.433021,CCU,VT-A119,A330,4.936128281320483,7.848934918564816,152.10994842509913,12,6,152.10994842509913,52,31.363475143317725
9W2875-755,9W2875,9W,2025-08-24 12:05:26.713027,2025-08-24 13:28:08.686547,HYD,VT-A116,A330,1.4188390740862395,4.682957364766634,82.69955865842833,12,6,82.69955865842833,52,31.363475143317725
I53391-146,I53391,I5,2025-08-24 12:07:34.418085,2025-08-24 14:40:39.989969,BOM,VT-A105,A321,32.24372049839256,36.891021908604344,153.09286473043989,12,6,153.09286473043989,52,31.363475143317725
G89952-902,G89952,G8,2025-08-24 12:07:46.536232,2025-08-24 13:50:56.067737,PNQ,VT-A104,CRJ200,7.159840265038838,0.5470771913835462,103.15885841577798,12,6,103.15885841577798,52,31.363475143317725
UK7500-40,UK7500,UK,2025-08-24 12:09:16.049283,2025-08-24 13:55:14.753657,BLR,VT-A108,B777,14.24080814774073,26.22852148988964,105.97840623820377,12,6,105.97840623820377,52,31.363475143317725
9W1047-996,9W1047,9W,2025-08-24 12:09:41.820958,2025-08-24 14:10:59.738344,AMD,VT-A102,A320,0.0,0.0,121.29862310524047,12,6,121.29862310524047,52,31.363475143317725
UK9990-381,UK9990,UK,2025-08-24 12:09:44.693469,2025-08-24 14:12:51.858307,PNQ,VT-A107,B777,15.15212908762896,12.42238706336485,123.11941396020579,12,6,123.11941396020579,52,31.363475143317725
G88033-797,G88033,G8,2025-08-24 12:10:29.934934,2025-08-24 15:15:13.054727,CCU,VT-A110,A321,0.0,0.0,184.71866321118918,12,6,184.71866321118918,52,31.363475143317725
9W4325-466,9W4325,9W,2025-08-24 12:11:26.589213,2025-08-24 13:05:53.064727,MAA,VT-A106,A330,13.317417975076335,7.81750412545585,54.44125856398826,12,6,54.44125856398826,52,31.363475143317725
AI2054-949,AI2054,AI,2025-08-24 12:12:35.152423,2025-08-24 13:37:37.646635,COK,VT-A107,A320,0.1166744482417581,5.583502711002108,85.0415702008984,12,6,85.0415702008984,52,31.363475143317725
UK4109-278,UK4109,UK,2025-08-24 12:12:35.790828,2025-08-24 13:44:30.154119,JAI,VT-A109,A330,21.21517968595478,21.23773355393368,91.9060548489065,12,6,91.9060548489065,52,31.363475143317725
G88813-937,G88813,G8,2025-08-24 12:13:32.581424,2025-08-24 14:46:50.683910,BOM,VT-A119,A320,0.0,0.0,153.3017080995218,12,6,153.3017080995218,52,31.363475143317725
S25348-211,S25348,S2,2025-08-24 12:14:29.791530,2025-08-24 14:21:57.898826,AMD,VT-A112,A330,7.779034170202568,0.9426264587721036,127.4684549385168,12,6,127.4684549385168,52,31.363475143317725
AI792-426,AI792,AI,2025-08-24 12:14:37.322116,2025-08-24 14:35:36.147781,AMD,VT-A100,A330,26.43464125547414,15.41064429451569,140.98042775433356,12,6,140.98042775433356,52,31.363475143317725
S29871-930,S29871,S2,2025-08-24 12:14:45.352435,2025-08-24 14:04:51.383583,GOI,VT-A117,A321,0.0,0.0,110.10051913808607,12,6,110.10051913808607,52,31.363475143317725
6E3557-591,6E3557,6E,2025-08-24 12:15:06.529740,2025-08-24 13:48:49.477736,GOI,VT-A105,A321,4.95645041452763,10.2139682215869,93.71579993227259,12,6,93.71579993227259,52,31.363475143317725
6E4973-403,6E4973,6E,2025-08-24 12:15:38.611441,2025-08-24 14:41:44.628110,IXC,VT-A107,A321,0.0,3.8071088369849617,146.10027782342527,12,6,146.10027782342527,52,31.363475143317725
I53727-11,I53727,I5,2025-08-24 12:16:23.388634,2025-08-24 12:56:08.937658,MAA,VT-A110,ATR72,0.22779923455902917,0.0,39.75915040150487,12,6,39.75915040150487,52,31.363475143317725
6E3610-438,6E3610,6E,2025-08-24 12:17:12.665241,2025-08-24 14:22:41.919986,JAI,VT-A102,B737,4.527797300040726,4.275447430650838,125.48757908334696,12,6,125.48757908334696,52,31.363475143317725
I53730-984,I53730,I5,2025-08-24 12:17:30.597416,2025-08-24 14:12:24.485010,AMD,VT-A102,A320,22.334594180757207,24.291059632533468,114.89812656517822,12,6,114.89812656517822,52,31.363475143317725
UK7523-282,UK7523,UK,2025-08-24 12:19:13.579232,2025-08-24 14:01:56.599250,JAI,VT-A102,B737,12.069766112617884,12.679224517905599,102.717000294635,12,6,102.717000294635,52,31.363475143317725
UK5639-668,UK5639,UK,2025-08-24 12:21:57.692601,2025-08-24 13:43:22.725557,HYD,VT-A107,CRJ200,28.406699619863915,26.603564327724108,81.41721592729355,12,6,81.41721592729355,52,31.363475143317725
G84186-453,G84186,G8,2025-08-24 12:22:23.684953,2025-08-24 14:14:40.679319,GOI,VT-A117,CRJ200,0.0,0.0,112.28323942953205,12,6,112.28323942953205,52,31.363475143317725
AI1284-308,AI1284,AI,2025-08-24 12:28:49.008922,2025-08-24 14:12:59.681151,JAI,VT-A115,A321,0.46169041763619845,0.0,104.17787047623783,12,6,104.17787047623783,52,31.363475143317725
SG9286-598,SG9286,SG,2025-08-24 12:30:16.358504,2025-08-24 13:49:14.199948,COK,VT-A101,A330,0.4195104159729688,0.0,78.96402407468454,12,6,78.96402407468454,52,58.021362262398725
I55865-75,I55865,I5,2025-08-24 12:31:30.795776,2025-08-24 14:35:34.419348,BLR,VT-A118,CRJ200,0.0,3.1639093305314243,124.06039286706593,12,6,124.06039286706593,52,31.363475143317725
AI7208-396,AI7208,AI,2025-08-24 12:35:18.742700,2025-08-24 15:16:21.012978,CCU,VT-A112,B777,0.0,3.724492246968464,161.03783797458507,12,6,161.03783797458507,52,31.363475143317725
UK5784-663,UK5784,UK,2025-08-24 12:37:47.168627,2025-08-24 13:52:36.545458,BLR,VT-A107,B777,0.0,0.0,74.82294718486843,12,6,74.82294718486843,52,31.363475143317725
AI9007-130,AI9007,AI,2025-08-24 12:38:05.726351,2025-08-24 14:07:20.857275,COK,VT-A119,A321,0.0,0.5726668310773199,89.25218206498248,12,6,89.25218206498248,52,31.363475143317725
6E6001-734,6E6001,6E,2025-08-24 12:38:24.078609,2025-08-24 15:09:50.810925,BOM,VT-A100,B737,9.03634768739456,17.787985178441026,151.44553860089994,12,6,151.44553860089994,52,31.363475143317725
I53373-650,I53373,I5,2025-08-24 12:38:26.869793,2025-08-24 14:49:09.509940,BOM,VT-A113,ATR72,6.129260137296356,1.0375030539441736,130.71066911564327,12,6,130.71066911564327,52,31.363475143317725
AI7711-237,AI7711,AI,2025-08-24 12:39:46.440986,2025-08-24 14:45:20.439821,BOM,VT-A102,B777,1.8375837788989742,0.0,125.56664724638227,12,6,125.56664724638227,52,31.363475143317725
G86369-58,G86369,G8,2025-08-24 12:41:10.277030,2025-08-24 14:48:40.176838,JAI,VT-A115,B737,7.945113994180179,0.0,127.49833013512796,12,6,127.49833013512796,52,31.363475143317725
SG9802-511,SG9802,SG,2025-08-24 12:41:36.750893,2025-08-24 14:11:31.653365,COK,VT-A115,A330,2.2800665481723623,0.0,89.91504119816894,12,6,89.91504119816894,52,31.363475143317725
I53972-745,I53972,I5,2025-08-24 12:41:50.484042,2025-08-24 15:00:40.547249,AMD,VT-A111,A330,6.533435630949231,2.771949359498258,138.83438678324578,12,6,138.83438678324578,52,31.363475143317725
6E9561-370,6E9561,6E,2025-08-24 12:41:57.921710,2025-08-24 14:18:24.605480,GOI,VT-A102,A321,0.0,1.7625248417843977,96.44472950379479,12,6,96.44472950379479,52,31.363475143317725
